Date=Fri Nov  5 07:26:28 2021
Vthr=2112
TrimmedVdac=175
  r70c3 Tdac=0
  r71c3 Tdac=0
  r72c3 Tdac=0
  r73c3 Tdac=0
  r74c3 Tdac=0
  r75c3 Tdac=0
  r76c3 Tdac=0
  r77c3 Tdac=0
  r78c3 Tdac=0
  r79c3 Tdac=0
  r80c3 Tdac=0
  r81c3 Tdac=0
  r82c3 Tdac=0
  r83c3 Tdac=0
  r84c3 Tdac=0
  r85c3 Tdac=0
  r86c3 Tdac=0
  r87c3 Tdac=0
  r88c3 Tdac=0
  r89c3 Tdac=0
  r90c3 Tdac=0
  r91c3 Tdac=0
  r92c3 Tdac=0
  r93c3 Tdac=0
  r94c3 Tdac=0
  r95c3 Tdac=0
  r96c3 Tdac=0
  r97c3 Tdac=0
  r98c3 Tdac=0
  r99c3 Tdac=0
  r100c3 Tdac=0
  r101c3 Tdac=0
  r102c3 Tdac=0
  r103c3 Tdac=0
  r104c3 Tdac=0
  r105c3 Tdac=0
  r106c3 Tdac=0
  r107c3 Tdac=0
  r108c3 Tdac=0
  r109c3 Tdac=0
  r110c3 Tdac=0
  r111c3 Tdac=0
  r112c3 Tdac=0
  r113c3 Tdac=0
  r114c3 Tdac=0
  r115c3 Tdac=0
  r116c3 Tdac=0
  r117c3 Tdac=0
  r118c3 Tdac=0
  r119c3 Tdac=0
  r120c3 Tdac=0
  r121c3 Tdac=0
  r122c3 Tdac=0
  r123c3 Tdac=0
  r124c3 Tdac=0
  r125c3 Tdac=0
  r126c3 Tdac=0
  r127c3 Tdac=0
  r128c3 Tdac=0
  r129c3 Tdac=0
  r130c3 Tdac=0
  r131c3 Tdac=0
  r132c3 Tdac=0
  r133c3 Tdac=0
  r134c3 Tdac=0
  r135c3 Tdac=0
  r136c3 Tdac=0
  r137c3 Tdac=0
  r138c3 Tdac=0
  r139c3 Tdac=0
  r140c3 Tdac=0
  r141c3 Tdac=0
  r142c3 Tdac=0
  r143c3 Tdac=0
  r144c3 Tdac=0
  r145c3 Tdac=0
  r146c3 Tdac=0
  r147c3 Tdac=0
  r148c3 Tdac=0
  r149c3 Tdac=0
  r150c3 Tdac=0
  r151c3 Tdac=0
  r152c3 Tdac=0
  r153c3 Tdac=0
  r154c3 Tdac=0
  r155c3 Tdac=0
  r156c3 Tdac=0
  r157c3 Tdac=0
  r158c3 Tdac=0
  r159c3 Tdac=0
  r160c3 Tdac=0
  r161c3 Tdac=0
  r162c3 Tdac=0
  r163c3 Tdac=0
  r164c3 Tdac=0
  r165c3 Tdac=0
  r166c3 Tdac=0
  r167c3 Tdac=0
  r168c3 Tdac=0
  r169c3 Tdac=0
  r170c3 Tdac=0
  r171c3 Tdac=0
  r172c3 Tdac=0
  r173c3 Tdac=0
  r174c3 Tdac=0
  r175c3 Tdac=0
  r176c3 Tdac=0
  r177c3 Tdac=0
  r178c3 Tdac=0
  r179c3 Tdac=0
  r180c3 Tdac=0
  r181c3 Tdac=0
  r182c3 Tdac=0
  r183c3 Tdac=0
  r184c3 Tdac=0
  r185c3 Tdac=0
  r186c3 Tdac=0
  r187c3 Tdac=0
  r188c3 Tdac=0
  r189c3 Tdac=0
  r190c3 Tdac=0
  r191c3 Tdac=0
  r192c3 Tdac=0
  r193c3 Tdac=0
  r194c3 Tdac=0
  r195c3 Tdac=0
  r196c3 Tdac=0
  r197c3 Tdac=0
  r198c3 Tdac=0
  r199c3 Tdac=0
  r200c3 Tdac=0
  r201c3 Tdac=0
  r202c3 Tdac=0
  r203c3 Tdac=0
  r204c3 Tdac=0
  r205c3 Tdac=0
  r206c3 Tdac=0
  r207c3 Tdac=0
  r208c3 Tdac=0
  r209c3 Tdac=0
  r210c3 Tdac=0
  r211c3 Tdac=0
  r212c3 Tdac=0
  r213c3 Tdac=0
  r214c3 Tdac=0
  r215c3 Tdac=0
  r216c3 Tdac=0
  r217c3 Tdac=0
  r218c3 Tdac=0
  r219c3 Tdac=0
  r220c3 Tdac=0
  r221c3 Tdac=0
  r222c3 Tdac=0
  r223c3 Tdac=0
  r224c3 Tdac=0
  r225c3 Tdac=0
  r226c3 Tdac=0
  r227c3 Tdac=0
  r228c3 Tdac=0
  r229c3 Tdac=0
